caption,emotion,confidence
"Firmino can spin away there from Fernandinho and then take on Fernando. Liverpool flowing forward, Clichy in the right place. Fantastic feat from Otamendi not bad for a centre back, although Liverpool get bodies around him and then Fernandinho goes in.",excitement,0.1287
Kante Matic.,approval,0.0878
Lucas. Comitting a foul on Cristiano Ronaldo. It is a big responsibility on his shoulders. Without Steven Gerrard and Henderson in that midfield area.,disapproval,0.0781
Sturridge didn't have the eyes in the back of his head. Options are to the left for Mane. Sturridge again. Henderson,confusion,0.0742
"It was a sweet turn in the first place Oscar but then he was crowded out, not fouled. Martin Atkinson just a couple of yards away from the incident. I think there's a little tap on his ankles. Lovren",confusion,0.0883
Reached by Blind with Aguero lurking behind him.,realization,0.0877
And it's Pedro for Oscar. Very late changes from Conte 10 minutes. Fo those three players to make an impact.,caring,0.0796
"Henderson was there as well, and almost inevitably, Adam Lallana.",realization,0.1025
Full 18 yards in his area. Bonaventura.,realization,0.0804
Really needs match practice and certainly he and Busquets and the two I feel in the middle of the park could do a lot more. Look at that for a pass ter Stegen.,curiosity,0.0914
"Against an ineffective Milan side here, now reduced to 10 men. Abbiati on the side. And he's been here since. In 2008 himself.",disappointment,0.072
"Cuadrado has been waiting to come on for about 10 minutes, it seems, and now he is eventually going to get on.",excitement,0.1211
His early form this season has got him back in the Spain squad. Diego Costa. And they need a big half four in here. Here's Matic. With Fabregas. Away by Koscielny,approval,0.1035
Pressure out of Bayern a bit pen back at the moment. Neymar. Iniesta,nervousness,0.1358
 [inaudible]bring them back. Change is imminent for Barcelona.  Neymar..,confusion,0.0867
Jordi Alba and Andrés Iniesta captaining Barcelona the same name because shabby is only on the bench.,desire,0.0725
"The room that Cavani had managed to find, the fact that the Lavezzi managed to find him.",realization,0.1073
"To show a little bit more, belief playing as the top side.",pride,0.1553
"He was all over the place 8 evenings ago and he was clattered against his old club Dortmund all over the place for Bayern at the back here. Yeah. What a chance. He spreads himself well, Neuer. He wouldn't have Suarez going to go through the legs, but he tries to go to the right. Manuel Neuer",excitement,0.1655
"From Navas, never any conviction. In the shot.",confusion,0.163
"Oh look at the space. Javier Pastore racing through the middle. Great opportunity, and it's only just wide from Pastore",excitement,0.1814
"Henderson's ball towards Origi. It's quite blustery here at Anfield tonight. We have seen on occasions that the ball moving around a little bit stranger than normal. It is affecting the game at the moment, but that's where you gotta get it down and be bold and pass it on the deck. But both teams are little bit wasteful in their passing, particularly City. They've gotta get a base to their game. They haven't really started yet. Here's Milner Now Lallana",annoyance,0.0893
And no stranger to confrontation with referee Sergio Ramos.,anger,0.1224
Mário Rui. Pucciarelli. Croce. [inaudible] This season really. They've been fine in this position. Tonelli synced in to Pucciarelli. Kicked in.,surprise,0.0709
Fall awkwardly left elbow is it?,confusion,0.2039
Skrtel in trouble with the quality of the pass.,disappointment,0.1788
"Kolodziejczak pushing it forward, Ronaldo. Checking his left knee that. Vidal",excitement,0.1075
"And the flag was up anyway against the Brazilian, but a really enterprising passage of play from Liverpool. Yeah. Fabulous passage after just going one nil up. Really got the crowds out of their seats.. You just see them holding the line and Firmino's just got to time his run better. If they time their runs better Liverpool, they can pick city up on the edge of that box if they set the ball up. And that was an unfortunate ball. Adam Lallana's fifth goal of the season and he's been in good form. It's his third goal in his last four Premier League appearances but.",excitement,0.0897
"And Clichy will come into that space, so they're going through a little bit more, but can Liverpool just hold on to that and get a third on the break? Flanagan with the Liverpool clearance.",curiosity,0.257
You'd think- would he go with Jordi Alba off the bench? I'm surprised he didn't start with Jordi Alba. Certainly his pace caused a lot of p[commentor]Rob[commentor]lems.,surprise,0.2633
Lallana managed to work himself out of a tight spot.,realization,0.0759
"As we move into the final minute of the 90. Manchester City 1, Juventus 2, Kevin De Bruyne. Toure.",excitement,0.1062
"[commentor] We've got lots of players who've got real good composure in the final third. Firmino and Coutinho in particular, Lallana, who do tend to play the right pass as the most difficult thing to do.",caring,0.1235
"And then Fernando tried to do a little bit too much. Here's Milner. Milner hit one from there straight to Clichy, and then away by Kompany Liverpool have it back again. Space here for Jordan Henderson, Origi. Firmino.",caring,0.0727
Not been beaten by Spurs in any of the last seven meetings. Gareth Bale was the last man to score the winner for Tottenham in this fixture back in 2012 and he scored in both ends and that game. In between times. Liverpool have had a 5-0 win here. Misdirected by Clyne.,desire,0.102
Took it quickly with Otamendi in the vicinity.,realization,0.1045
Isco. James Rodriguez's ready for action again. Blocked by Touré.,nervousness,0.1078
"Lichtsteiner with the header back. Ir's Mandzukic again. Very good save Joe Hart. Brilliant, safe, down low to his left. Here's Navas still getting treatment.",caring,0.1225
And the player has come back from the spell out through injury.,realization,0.1533
closest rivals. Bitterest rivals.,anger,0.1912
"Messi. Rakitic. It's the most control piece of play from Barcelona. Here's Bayern, Lahm, Thiago. Here's Lewandowski. Mascherano.",excitement,0.1209
He was guilty of losing possession for the 2nd Gignac goal.,disappointment,0.1243
"Be used to with watching Spurs play here at White Hart Lane. It's a bit lethargic. A lot of them aren't quite as sharp as we saw them at last season. See, which is understandable, of course, in the early stage of the season.",annoyance,0.1264
"Too sharp, too quick at the moment, too bright in the movement, the passing, Liverpool. Cleared by David Luiz He was shaken up by that bang in the face.",excitement,0.1819
[commentator]Iniesta. Quicken the pace.,caring,0.108
There he is restless energy.,excitement,0.3292
Jordi Alba and a lot of time there to pick that cross for Suarez.,excitement,0.1037
Trying to play early in behind Lovren for Alexis Sanchez but the defender was able to deal with it. Wijnaldum Coutinho again.,curiosity,0.0842
It's five years ago and he was sent off actually by Howard Webb during that. Excellent result.,excitement,0.0988
There's some frustration from Kompany climbing all over the back of Christian Benteke.,annoyance,0.2738
"And Liverpool were. Resisting Manquillo, they were getting their share of possession in midfield.",desire,0.0934
"Now Madrid, looking for a semifinal place in the Champions League for 1/5 season in a row for.",desire,0.1852
Jeered as well at Sánchez Pizjuán a couple of match days ago.,amusement,0.251
On side cut back towards Dzeko. Headed from Silva. No flag. Courageous header by Dzeko.,surprise,0.0843
Is this what Real Madrid faced so often tonight. Good organization from.,curiosity,0.1774
"But Arsenal going forward looked dangerous for the 1st 20 minutes, but defensively they haven't played the same as they did at the Emirates. Just too open.",confusion,0.1007
Pelligrini asking his players to come and get into position to receive the throw from Clichy. Bony. Fernandinho,desire,0.0838
